method;seed;energy_efficiency_gb_per_j;link_failures;total_handovers;pingpong_handovers
NC;442;0.02670072352202401;1;92059;61508
SBD;443;0.18824943612845071;0;94580;62637
P-ES;444;0.09600433837548548;0;91307;60376
P-MRO;445;0.020041685081067146;0;89221;60426
QACM;446;0.08765342520099814;0;97060;62971
NC;642;0.028874180381202506;0;91539;60640
SBD;643;0.19820166919188237;0;90207;59637
P-ES;644;0.08776299341635671;0;98695;64923
P-MRO;645;0.021231728825005885;0;92693;61548
QACM;646;0.10566184602654344;0;98397;65759
NC;1142;0.02719602209503888;0;94209;63130
SBD;1143;0.22215251639234956;0;85888;56584
P-ES;1144;0.0947515283561605;1;88540;58708
P-MRO;1145;0.021285572858617693;0;102428;66576
QACM;1146;0.0901089525160396;0;98811;63546
NC;742;0.025085072681618394;1;91684;61644
SBD;743;0.19368758807625633;0;88973;59747
P-ES;744;0.09119337371222971;0;89385;61206
P-MRO;745;0.025278818911571667;0;89246;60497
QACM;746;0.09117215498398766;1;102961;67620
NC;242;0.026694948277997302;1;82888;57018
SBD;243;0.20278430005560807;0;98093;66081
P-ES;244;0.10063930928701856;0;85683;58473
P-MRO;245;0.019816924170946985;0;107199;69975
QACM;246;0.09249382417291743;0;87434;59185
NC;842;0.028454498753889966;0;97309;64590
SBD;843;0.2154141266693635;0;95690;64015
P-ES;844;0.09994754528925757;0;88160;57269
P-MRO;845;0.022498444739348405;0;105324;68022
QACM;846;0.09188047452093498;0;92405;61573
NC;342;0.023506564598309923;1;87428;57461
SBD;343;0.21682094309937752;0;91538;61133
P-ES;344;0.09260841342530561;0;92229;62610
P-MRO;345;0.02230068070488912;0;92754;62541
QACM;346;0.09423622562100924;0;92180;61684
NC;42;0.027273691408593342;1;98345;65625
SBD;43;0.19786038389781696;0;95535;63231
P-ES;44;0.09661439157054055;0;90134;59506
P-MRO;45;0.02289024365158683;0;100546;67672
QACM;46;0.09368082898355037;0;85660;59491
NC;542;0.02634116669240367;2;88880;58368
SBD;543;0.21941755079704456;0;94141;61481
P-ES;544;0.09257914280357381;0;87557;56898
P-MRO;545;0.02324970893450814;0;95538;62525
QACM;546;0.0978977931082013;1;91795;58783
NC;142;0.02536504802789045;0;100596;66553
SBD;143;0.1952849824254003;0;106191;66544
P-ES;144;0.09505618699083787;0;89998;60284
P-MRO;145;0.022000678162321617;0;86225;59216
QACM;146;0.09110224895563816;1;106697;69562
NC;942;0.02647938024867248;1;87671;57761
SBD;943;0.17007421241575313;0;88942;58881
P-ES;944;0.09613147782420557;0;85397;57485
P-MRO;945;0.023022200203236996;0;96270;64645
QACM;946;0.09347390137667479;1;91488;60923
NC;1442;0.024887419224055494;0;94325;60219
SBD;1443;0.21622351644190932;0;86503;57168
P-ES;1444;0.10100954880344927;0;94911;62035
P-MRO;1445;0.022053661368260428;0;97751;63167
QACM;1446;0.09316592963362913;0;92085;61823
NC;1342;0.02520306869636108;0;98488;67297
SBD;1343;0.200480048738026;0;91847;62704
P-ES;1344;0.0876891054643873;0;89461;58751
P-MRO;1345;0.02158643648059363;0;91198;60608
QACM;1346;0.09758137779721429;1;93067;61500
NC;1242;0.024992889340614513;0;97262;67755
SBD;1243;0.19960804997602447;0;100041;65634
P-ES;1244;0.09400081781383615;0;95731;63181
P-MRO;1245;0.01978707907391206;0;88689;60390
QACM;1246;0.09327374701265113;0;85941;56514
NC;1042;0.024999035510753474;0;98563;65585
SBD;1043;0.20178264585065028;0;98403;66469
P-ES;1044;0.09152603901307052;0;92100;62340
P-MRO;1045;0.02173934341039712;0;93586;61346
QACM;1046;0.09498260330050255;0;95216;63369
NC;1542;0.02638635901930874;0;85671;56986
SBD;1543;0.2049218201909153;0;93151;61612
P-ES;1544;0.09186277010615228;1;95178;64887
P-MRO;1545;0.020537136550563734;0;96236;65149
QACM;1546;0.09547698313325659;1;87757;59743
NC;1842;0.02769515690481314;0;97339;65754
SBD;1843;0.2106936271614963;0;94697;64531
P-ES;1844;0.09148715212094508;1;83046;54952
P-MRO;1845;0.021283292558600262;0;89255;57854
QACM;1846;0.10195219691053357;0;84655;56215
NC;1642;0.026102598631837413;0;94380;60531
SBD;1643;0.2119098544596262;0;96628;61507
P-ES;1644;0.10291000325219686;1;85719;58342
P-MRO;1645;0.021547849231379583;0;92347;61008
QACM;1646;0.09681834876516801;0;85719;58657
NC;1742;0.027306862048283764;0;83486;56373
SBD;1743;0.2049056369894115;0;97566;64718
P-ES;1744;0.09332051326653562;0;94658;62408
P-MRO;1745;0.019911527280521722;0;92782;63507
QACM;1746;0.09305728743678383;0;89286;58561
NC;1942;0.026037805321031216;1;88658;59606
SBD;1943;0.19493557803488668;0;87206;57518
P-ES;1944;0.09127098709674247;1;100126;66081
P-MRO;1945;0.023859534927406;0;100379;64018
QACM;1946;0.09186684254917274;0;90640;61705
NC;2242;0.02268765170757281;0;91724;62206
SBD;2243;0.2015337575564288;0;90742;59856
P-ES;2244;0.09553422613139823;0;94946;62668
P-MRO;2245;0.02211997963999827;0;104341;69545
QACM;2246;0.09499886659394453;0;92357;63414
NC;2042;0.02686576234088767;0;96144;63661
SBD;2043;0.19793372448302743;0;98108;65491
P-ES;2044;0.09156530198862178;2;95160;65055
P-MRO;2045;0.02142834856553793;0;86943;55732
QACM;2046;0.08945603397901694;1;106697;68205
NC;2342;0.028824084739377278;0;91176;62257
SBD;2343;0.1930382242813328;0;98092;65061
P-ES;2344;0.10192305547917288;0;91179;59006
P-MRO;2345;0.021391460673456535;0;90906;60326
QACM;2346;0.08536264120318894;2;93983;62302
NC;2542;0.02519251766204562;0;96408;63771
SBD;2543;0.18183127519633183;0;95065;63838
P-ES;2544;0.09951626438452611;0;85176;56131
P-MRO;2545;0.019486273056916095;0;98567;64272
QACM;2546;0.09237288553154233;0;85180;55322
NC;2642;0.024526461386099926;0;92951;60258
SBD;2643;0.18998835277782142;0;92999;62718
P-ES;2644;0.10601626435316844;0;84323;54985
P-MRO;2645;0.021894090637194014;0;90258;59103
QACM;2646;0.1086576074275704;0;90751;60758
NC;2442;0.02293449588520968;0;95609;65047
SBD;2443;0.20605013853476378;0;90948;62681
P-ES;2444;0.10236636819187478;0;81840;54652
P-MRO;2445;0.022083808012574205;0;94370;63736
QACM;2446;0.08192214403435517;0;101962;67606
NC;2142;0.025536941969972683;0;99644;65021
SBD;2143;0.20744327793422615;0;84279;55658
P-ES;2144;0.09876363934955207;0;99901;67650
P-MRO;2145;0.02196954643885266;0;89265;59762
QACM;2146;0.09258631242323594;1;88914;57998
NC;2942;0.027315840373133667;0;96648;64160
SBD;2943;0.19779266312767352;0;94114;60614
P-ES;2944;0.09578462695467475;1;95594;64718
P-MRO;2945;0.020137540414643516;0;90718;60195
QACM;2946;0.09262215513500159;1;96055;63049
NC;3142;0.026030070679432474;0;93630;60817
SBD;3143;0.20294403384240406;0;77209;51482
P-ES;3144;0.09854640519253675;0;97203;64355
P-MRO;3145;0.022906627382229705;0;107414;72559
QACM;3146;0.09255555860552386;0;97845;66098
NC;3042;0.026715626753099842;1;91325;63586
SBD;3043;0.21401599524648948;0;92331;60795
P-ES;3044;0.08996435806829524;0;94500;63451
P-MRO;3045;0.022034977468487604;0;85599;57626
QACM;3046;0.09228849254769488;0;93880;60667
NC;2742;0.024947821760887046;0;95047;61225
SBD;2743;0.22554024153231614;0;88108;56258
P-ES;2744;0.10165318121753268;0;99423;65431
P-MRO;2745;0.021411601866858924;0;91375;60051
QACM;2746;0.09692391102714011;1;97826;66322
NC;2842;0.027786907870612082;0;98661;66632
SBD;2843;0.20440437052264288;0;95108;63657
P-ES;2844;0.09657856835329436;0;93557;60960
P-MRO;2845;0.022881812454911006;0;91241;60171
QACM;2846;0.09636911509155661;0;97954;62932
NC;3342;0.02551888097474489;0;103979;68900
SBD;3343;0.19514112488951693;0;100593;66157
P-ES;3344;0.09921426328182903;0;87228;56408
P-MRO;3345;0.021907115608278665;0;100645;63287
QACM;3346;0.09748980841871531;0;86658;58566
NC;3242;0.027415728210288925;0;92318;58977
SBD;3243;0.19230814376381197;0;96594;63623
P-ES;3244;0.09436360697260562;1;93365;59832
P-MRO;3245;0.023414810574404435;0;101068;65239
QACM;3246;0.09553521074668579;0;98812;65019
NC;3442;0.026889555013779726;0;88654;59370
SBD;3443;0.19409765645460925;0;97138;63302
P-ES;3444;0.09338150680659311;1;91925;61698
P-MRO;3445;0.020174391033691622;0;96783;62714
QACM;3446;0.0908421557813235;1;89164;59422
NC;3942;0.024651143058338584;0;85215;57020
SBD;3943;0.1913808983895455;0;96899;63474
P-ES;3944;0.09834434773501453;1;87945;60539
P-MRO;3945;0.020611936330587045;0;87104;58207
QACM;3946;0.09441680638808404;0;91529;60854
NC;3742;0.02715580587899617;0;90026;58440
SBD;3743;0.19392083236861232;0;90071;60930
P-ES;3744;0.08357082475799882;3;89917;60945
P-MRO;3745;0.02440618706288625;0;83084;56061
QACM;3746;0.0965419257100327;0;87769;59504
NC;3642;0.026638593947230744;0;89910;60854
SBD;3643;0.19788294687780777;0;83120;55704
P-ES;3644;0.09426966052400122;0;96327;63532
P-MRO;3645;0.021888355973165626;0;97807;61960
QACM;3646;0.09251199788979142;0;83798;56912
NC;3542;0.029691762139812117;0;97901;63896
SBD;3543;0.21502373594054736;0;90952;61206
P-ES;3544;0.09028397797495456;0;98492;68437
P-MRO;3545;0.02208938323123067;0;86421;58717
QACM;3546;0.09187299654632661;0;97839;63748
NC;3842;0.027406430595228726;0;90380;61322
SBD;3843;0.21469593764107384;0;83802;55792
P-ES;3844;0.10131410176523682;2;103340;69304
P-MRO;3845;0.02226769355258476;0;95829;63896
QACM;3846;0.08963137335796934;1;98872;65373
NC;4142;0.02543464213610177;0;88492;58478
SBD;4143;0.18932661328986528;0;87935;56786
P-ES;4144;0.09962641995726573;1;92083;61560
P-MRO;4145;0.022061482973222604;0;107582;67645
QACM;4146;0.0914127211886751;0;100968;68196
NC;4042;0.02240082317940692;1;94969;64365
SBD;4043;0.2150717452831638;0;90393;61329
P-ES;4044;0.09689463240689275;0;93000;61293
P-MRO;4045;0.021086023896895702;0;92190;61111
QACM;4046;0.09132570653389588;0;101012;65880
NC;4342;0.026470449677224263;0;91959;59912
SBD;4343;0.21482070805716796;0;85169;55960
P-ES;4344;0.10140782948556112;0;85461;56903
P-MRO;4345;0.02352421232185425;0;97808;63597
QACM;4346;0.09599081646987312;0;104276;67664
NC;4442;0.026844035062586626;1;90856;61984
SBD;4443;0.21757449672850981;0;88680;58022
P-ES;4444;0.09693317386310783;0;98044;66639
P-MRO;4445;0.02310088661947409;0;88397;58208
QACM;4446;0.09241860633458558;0;96001;62997
NC;4242;0.0269827701338669;0;94064;62258
SBD;4243;0.20898903038511438;0;93589;59437
P-ES;4244;0.1014545033971298;0;86031;59063
P-MRO;4245;0.022780466938754778;0;103201;68244
QACM;4246;0.08566058455919028;0;87576;59284
NC;4542;0.026870724984286217;0;84994;59031
SBD;4543;0.2028140739914133;0;91446;61051
P-ES;4544;0.09406314596852715;0;95250;64296
P-MRO;4545;0.021389475726267884;0;93641;60662
QACM;4546;0.10066499556143543;1;93728;61113
NC;4742;0.027551603055175664;0;90791;60963
SBD;4743;0.22551079601563123;0;84467;56818
P-ES;4744;0.10159454369691748;0;92791;63710
P-MRO;4745;0.022298915226518504;0;98864;64247
QACM;4746;0.0963004588093846;2;102800;70745
NC;4642;0.025229925646025993;0;92410;62010
SBD;4643;0.20253936303024975;0;86652;58811
P-ES;4644;0.10405709251900702;1;87964;58052
P-MRO;4645;0.02400815470253779;0;83544;55575
QACM;4646;0.0977339004290988;0;96088;65879
NC;4942;0.026670962534629323;0;90677;59492
SBD;4943;0.21638056956303328;0;89425;59639
P-ES;4944;0.09596898051743662;0;96417;64955
P-MRO;4945;0.021978584493768775;0;90995;62513
QACM;4946;0.09746262411728986;1;88936;59813
NC;4842;0.028693285522429418;0;98065;63125
SBD;4843;0.1848109556052394;0;91991;62348
P-ES;4844;0.09813185818610339;0;94242;61126
P-MRO;4845;0.022851603439742855;0;92524;59970
QACM;4846;0.09029648710016643;0;95406;64621
NC;5042;0.02629299107445422;0;103727;69759
SBD;5043;0.20120796620989506;0;84865;58237
P-ES;5044;0.09852611255638588;2;96551;64296
P-MRO;5045;0.02348038685949325;0;93516;62642
QACM;5046;0.10043392408956056;0;96135;61821
NC;5142;0.02852472051498731;1;97239;65729
SBD;5143;0.19134794732003518;0;92023;62141
P-ES;5144;0.09988909095616916;1;102176;66399
P-MRO;5145;0.02099208525628629;0;95340;62522
QACM;5146;0.0990857075919605;0;87689;57522
NC;5342;0.025354353131457445;0;105222;68719
SBD;5343;0.2186049657552452;0;87207;60214
P-ES;5344;0.1025363989459287;0;89604;60156
P-MRO;5345;0.02117405627224202;0;90446;59932
QACM;5346;0.08842769432692132;0;90674;59740
NC;5242;0.026246099088534154;0;98221;65562
SBD;5243;0.19166877229609938;0;98107;64272
P-ES;5244;0.08859870448919738;0;91212;59796
P-MRO;5245;0.021129667163944717;0;101453;66722
QACM;5246;0.09634239485947836;2;100696;63766
NC;5542;0.028368541888607345;1;99229;66793
SBD;5543;0.20294532905073231;0;91925;59852
P-ES;5544;0.0928846546911463;0;85202;56722
P-MRO;5545;0.020337512886612875;0;87170;58314
QACM;5546;0.0949085560898916;0;98204;63005
NC;5642;0.027065017902783355;1;95561;62117
SBD;5643;0.21048641791805803;0;83090;55203
P-ES;5644;0.10212700104450273;0;98526;65720
P-MRO;5645;0.023110131731954087;0;92700;63286
QACM;5646;0.0915829805830978;0;96035;64652
NC;5442;0.023710365392933648;0;96245;63593
SBD;5443;0.20119484390744247;0;104388;68748
P-ES;5444;0.10112953261654031;0;97441;64071
P-MRO;5445;0.021872366277806227;0;95153;62951
QACM;5446;0.0968243110116061;0;98538;65218
NC;5742;0.025681284357395886;0;85775;56827
SBD;5743;0.2271982302239479;0;83609;56576
P-ES;5744;0.09283480235369158;0;94208;63254
P-MRO;5745;0.02109453495889713;0;93024;63780
QACM;5746;0.1001853491500682;1;93661;64945
NC;5842;0.02590372056830712;0;89347;58954
SBD;5843;0.21124778148670673;0;92927;61320
P-ES;5844;0.10182389036893395;0;95002;63972
P-MRO;5845;0.023305634423894342;0;94946;62529
QACM;5846;0.10138500145927735;0;101543;65203
NC;5942;0.027149426822765003;0;95742;62185
SBD;5943;0.1852117972313178;0;92586;61154
P-ES;5944;0.09051880203329504;1;99856;67848
P-MRO;5945;0.02276760391952734;0;90527;61798
QACM;5946;0.09878654859703756;2;93525;61593
NC;6042;0.024092918669004208;0;94920;63139
SBD;6043;0.218144481710536;0;102037;66468
P-ES;6044;0.10332095387449362;0;94142;61132
P-MRO;6045;0.02210612299443529;0;85999;56514
QACM;6046;0.08911714118872356;0;101014;67601
NC;6242;0.026567817655171525;0;79617;53930
SBD;6243;0.20587563654340826;0;94846;62677
P-ES;6244;0.09334585517735275;0;90924;59308
P-MRO;6245;0.02063728643733615;0;91352;59746
QACM;6246;0.08869414979086275;1;90060;58917
NC;6142;0.027933731781417424;0;106716;69768
SBD;6143;0.21957680714933192;0;91036;59663
P-ES;6144;0.09007478424755139;0;89253;57984
P-MRO;6145;0.0212782556045284;0;88842;60113
QACM;6146;0.09158384284924588;0;92905;59903
NC;6342;0.025658545247102732;0;96762;64425
SBD;6343;0.19986096285998126;0;100400;65649
P-ES;6344;0.0916672053729815;0;91853;62787
P-MRO;6345;0.020857467629405053;0;96953;64712
QACM;6346;0.10757039894646225;0;86098;55758
NC;6542;0.026114000956885465;0;98679;63434
SBD;6543;0.1913940119912479;0;83625;57273
P-ES;6544;0.09749611709205064;0;89049;59858
P-MRO;6545;0.022568112354754703;0;97307;61467
QACM;6546;0.09447888636904112;0;98798;67211
NC;6442;0.025018931769958012;0;92935;60776
SBD;6443;0.21638337148736192;0;93116;62513
P-ES;6444;0.10111872180082108;2;93873;61815
P-MRO;6445;0.023838882477308403;0;93203;63131
QACM;6446;0.0919418559894009;0;89878;59247
NC;6742;0.026909452250238167;0;93970;62457
SBD;6743;0.19962993567552093;0;85625;56258
P-ES;6744;0.0935535175808963;0;90383;60003
P-MRO;6745;0.024434035494255518;0;87844;59914
QACM;6746;0.09607917342197612;1;90238;59780
NC;6642;0.023653770950213083;0;90965;61174
SBD;6643;0.19937509700966852;0;83529;56290
P-ES;6644;0.09354834040641985;0;91679;60381
P-MRO;6645;0.02272397174752355;0;103378;66859
QACM;6646;0.08805136210808312;0;100111;63478
NC;7142;0.027556469891618276;1;90966;60225
SBD;7143;0.2141826016668627;0;84513;56360
P-ES;7144;0.08511864140634429;0;92087;61315
P-MRO;7145;0.02348055105457205;0;92309;60601
QACM;7146;0.08873426073736415;0;96932;65293
NC;6842;0.02482372624830816;0;93207;62820
SBD;6843;0.18276883520713616;0;90255;60678
P-ES;6844;0.09290213120663372;0;101323;68289
P-MRO;6845;0.020104477500987598;0;87773;58907
QACM;6846;0.09195447229491557;0;97575;62710
NC;6942;0.02602775046689917;0;98711;67690
SBD;6943;0.20588695004373053;0;97068;63395
P-ES;6944;0.09819611582693931;0;84949;55334
P-MRO;6945;0.0247555569513985;0;87470;57161
QACM;6946;0.10588518247112523;0;101455;64900
NC;7342;0.02613193995724441;0;99538;66030
SBD;7343;0.1798066281510965;0;95285;63017
P-ES;7344;0.09831762586284078;1;101726;69954
P-MRO;7345;0.02383622457367434;0;93093;60221
QACM;7346;0.09818354336470611;1;84406;55776
NC;7042;0.02535050329946123;1;88167;60654
SBD;7043;0.20481331586075063;0;92726;60994
P-ES;7044;0.09378042417990957;0;94167;63597
P-MRO;7045;0.022341389675295063;0;90916;60287
QACM;7046;0.08741091772585442;1;105835;71537
NC;7242;0.027227365648998796;0;93217;62278
SBD;7243;0.2072842329063806;0;99339;66525
P-ES;7244;0.09718437935201103;1;89938;60959
P-MRO;7245;0.022237715096839042;0;99054;65276
QACM;7246;0.09032893505621149;1;97923;62759
NC;7442;0.026421065978975575;0;90327;58795
SBD;7443;0.23301419087990474;0;89120;57262
P-ES;7444;0.09816454892960841;0;89407;60574
P-MRO;7445;0.02163897059422025;0;84232;55717
QACM;7446;0.0935877596012393;0;102735;65465
NC;7542;0.029337204165327792;0;92390;62858
SBD;7543;0.18453613019116902;0;91880;61406
P-ES;7544;0.0916186686692013;1;96083;63099
P-MRO;7545;0.023031172164761547;0;93622;61071
QACM;7546;0.09315395209797908;0;105098;69460
NC;7642;0.02428554836470294;0;94989;65642
SBD;7643;0.189344957898105;0;96704;63395
P-ES;7644;0.10176099838942357;0;79291;54882
P-MRO;7645;0.022817292575650083;0;100244;67739
QACM;7646;0.09407773232886979;0;97351;62400
NC;7742;0.026517384939365115;1;90460;61018
SBD;7743;0.2049078108922823;0;89258;57087
P-ES;7744;0.09310252703221815;0;94038;63979
P-MRO;7745;0.02190089774411166;0;92064;61027
QACM;7746;0.09208923868295571;1;96500;63101
NC;7842;0.026311727676854576;1;88757;57609
SBD;7843;0.19091166439292587;0;97247;62556
P-ES;7844;0.09822293144330455;1;86850;59014
P-MRO;7845;0.02252075095844218;0;90527;59976
QACM;7846;0.09378153050907308;0;94401;61725
NC;7942;0.02530382621937078;0;95770;62960
SBD;7943;0.21690233492236605;0;97055;62543
P-ES;7944;0.09974222546595692;0;82939;56505
P-MRO;7945;0.021676079280548457;0;90454;60115
QACM;7946;0.09334019349800868;0;101529;66685
NC;8042;0.025564874238691547;0;85395;57042
SBD;8043;0.19474375871514626;0;95736;65665
P-ES;8044;0.09757426063316714;0;88403;58955
P-MRO;8045;0.020267779360046832;0;100970;67665
QACM;8046;0.09115478124222551;0;97972;65466
NC;8142;0.025670813865212378;0;91080;60086
SBD;8143;0.2102688184542305;0;85394;58131
P-ES;8144;0.09499356522899538;0;98641;65286
P-MRO;8145;0.022261753863493338;0;102350;70358
QACM;8146;0.10065155488628673;0;101200;65335
NC;8242;0.023792938164226174;1;92435;60445
SBD;8243;0.19121900622480723;0;82754;56524
P-ES;8244;0.09077390484707754;0;93459;60888
P-MRO;8245;0.022200974913860673;0;83894;54789
QACM;8246;0.09396975451250074;2;95492;65801
NC;8542;0.026228072091151224;0;90277;59054
SBD;8543;0.189699434018419;0;82021;54463
P-ES;8544;0.10137177601149637;0;97005;64838
P-MRO;8545;0.022848473998771535;0;89820;60019
QACM;8546;0.10392882456316441;0;90714;60220
NC;8842;0.02524909994396559;0;92132;60240
SBD;8843;0.217707859735889;0;94262;62225
P-ES;8844;0.08488251443534772;0;95772;63351
P-MRO;8845;0.023309642816206667;0;93005;60661
QACM;8846;0.09367235171779456;1;91657;60179
NC;8442;0.026252150698192596;0;93887;62509
SBD;8443;0.21311806967382316;0;94670;62750
P-ES;8444;0.08916780223340322;0;92551;59535
P-MRO;8445;0.02239019951868146;0;93699;62433
QACM;8446;0.0910236925381468;1;93343;57848
NC;8642;0.025998319356319136;0;89949;59410
SBD;8643;0.2037690276276442;0;84710;55514
P-ES;8644;0.09248471482512152;0;92350;61431
P-MRO;8645;0.02149151797191497;0;87372;58461
QACM;8646;0.10607518877838046;0;87332;57599
NC;8342;0.026404402860322845;0;91694;60586
SBD;8343;0.2036519916290246;0;96177;63453
P-ES;8344;0.09724840597104997;0;85279;57225
P-MRO;8345;0.022148502437100367;0;93738;63673
QACM;8346;0.0950089706705518;2;92438;61833
NC;9042;0.024246835374401147;1;91445;60109
SBD;9043;0.2018034983274783;0;96759;62256
P-ES;9044;0.09523749202649395;1;101285;69077
P-MRO;9045;0.023782593369740472;0;90617;59276
QACM;9046;0.0965151335623981;0;98599;66140
NC;8742;0.02751893084271096;0;94757;61189
SBD;8743;0.20074566247216175;0;86191;55916
P-ES;8744;0.09124478328506694;4;92316;60897
P-MRO;8745;0.021812943462661494;0;86149;57407
QACM;8746;0.09848884113467624;0;84119;56422
NC;8942;0.028155689926448502;1;101122;67257
SBD;8943;0.19844122168342612;0;105484;70669
P-ES;8944;0.09263768900251447;1;97215;63309
P-MRO;8945;0.02122264654272206;0;89574;59528
QACM;8946;0.09371344595291618;0;90555;59255
NC;9142;0.025461105886544405;0;96583;63822
SBD;9143;0.19823946077836757;0;97811;63350
P-ES;9144;0.09931821543095685;1;93711;64528
P-MRO;9145;0.01932116717761113;0;86599;59705
QACM;9146;0.1033187196206518;0;86209;56736
NC;9342;0.027145491563915356;0;93868;63956
SBD;9343;0.20374710745246769;0;92088;61569
P-ES;9344;0.09714371761696493;2;94900;61139
P-MRO;9345;0.02231110386504967;0;101592;68036
QACM;9346;0.09881889696172141;2;91318;61033
NC;9542;0.02674947894821356;1;91786;60921
SBD;9543;0.19936892397248213;0;84963;56316
P-ES;9544;0.09883887592645778;0;89657;61391
P-MRO;9545;0.01939393860415805;0;91374;59605
QACM;9546;0.0947343520696008;1;88611;58482
NC;9242;0.02520191795295899;0;94054;62215
SBD;9243;0.22452934517645215;0;99778;62941
P-ES;9244;0.08798359891077155;1;93098;62258
P-MRO;9245;0.02163320907629843;0;97755;63659
QACM;9246;0.09499375942934582;0;93688;61596
NC;9442;0.026921610379349866;0;89550;60220
SBD;9443;0.19303476571374134;0;86976;57545
P-ES;9444;0.10748118336526757;2;85399;56293
P-MRO;9445;0.02221634751097645;0;94952;64297
QACM;9446;0.09573203588295491;0;97990;64971
NC;9642;0.027330911161767196;0;92153;58864
SBD;9643;0.1884817336755041;0;82768;55453
P-ES;9644;0.0962972210398311;0;92031;61108
P-MRO;9645;0.020001273883938565;0;93530;61943
QACM;9646;0.10816666454877082;0;91631;58417
NC;9742;0.026774803762067582;1;90422;59315
SBD;9743;0.22571445060009807;0;93779;62061
P-ES;9744;0.09204572442147319;2;87538;57360
P-MRO;9745;0.020838645475966245;0;101968;65526
QACM;9746;0.09829864549272012;3;107610;70557
NC;10042;0.028654190727066816;0;95165;61496
SBD;10043;0.19903756925667312;0;94472;64579
P-ES;10044;0.08760360556823545;0;89325;59966
P-MRO;10045;0.02124182611958204;0;82380;56630
QACM;10046;0.09920852927904585;0;88504;58280
NC;9842;0.028025841544312344;0;95578;64210
SBD;9843;0.20847561816553115;0;91628;56966
P-ES;9844;0.08711523362275826;0;88613;59293
P-MRO;9845;0.022227409367590517;0;88156;57228
QACM;9846;0.09652294401505151;0;94346;62885
NC;10142;0.023489540456611772;1;87360;58459
SBD;10143;0.1930607585684897;0;97672;62910
P-ES;10144;0.09063807836202646;1;93478;62009
P-MRO;10145;0.020162491065006227;0;96696;61985
QACM;10146;0.09030769119870215;2;85580;57221
NC;10242;0.026066492547146686;0;97406;64440
SBD;10243;0.20523346752292018;0;90324;60811
P-ES;10244;0.09768068983188805;0;89087;57678
P-MRO;10245;0.020957765527481617;0;96235;64333
QACM;10246;0.09108013322599648;0;91031;63093
NC;10442;0.02888024041712325;0;91162;63448
SBD;10443;0.1944759222469903;0;101666;66616
P-ES;10444;0.09153762752848321;1;88816;60182
P-MRO;10445;0.021980529698226114;0;100446;64224
QACM;10446;0.1025804254119155;0;101776;67452
NC;9942;0.025095406866684926;0;98446;65221
SBD;9943;0.21638040664545885;0;90692;58558
P-ES;9944;0.10066040075952988;0;96100;63475
P-MRO;9945;0.022107622282373108;0;94061;63198
QACM;9946;0.09585275842967213;1;90691;59631
NC;10342;0.025756949443938845;0;90178;60167
SBD;10343;0.19087065969394307;0;95641;66792
P-ES;10344;0.10628307878283322;1;89670;60507
P-MRO;10345;0.019630570510720896;0;92084;62428
QACM;10346;0.091891345110308;0;91211;57827
NC;10542;0.027670223858086464;1;105953;69146
SBD;10543;0.22288205309914608;0;81550;53662
P-ES;10544;0.09654055887579356;0;96400;64792
P-MRO;10545;0.022865451009510214;0;93601;61642
QACM;10546;0.0934035554511198;0;92189;59750
NC;10642;0.02425738997817867;0;88191;57378
SBD;10643;0.21111999629171838;0;92754;60982
P-ES;10644;0.11197671297711342;0;87778;59576
P-MRO;10645;0.022493026283867065;0;92127;60931
QACM;10646;0.10233225147297163;0;85514;55918
NC;10742;0.028742029864348057;0;91884;62157
SBD;10743;0.18572745404643007;0;98259;65656
P-ES;10744;0.103722686344544;0;90655;60206
P-MRO;10745;0.019649737652563715;0;93182;62167
QACM;10746;0.10046188325959661;0;107992;69840
NC;10942;0.026652330229405555;0;99272;64696
SBD;10943;0.21112665655975926;0;96095;63510
P-ES;10944;0.09311668008985079;0;91592;61485
P-MRO;10945;0.02425165945261503;0;89824;58135
QACM;10946;0.09697376557052868;0;88364;59072
NC;10842;0.028159083541891096;1;95750;65528
SBD;10843;0.22149279689364237;0;92063;61313
P-ES;10844;0.09621407602547448;0;100025;64680
P-MRO;10845;0.02025134163108895;0;90258;61712
QACM;10846;0.0933767762093545;0;103087;67515
NC;11042;0.025135835045768325;0;99429;66312
SBD;11043;0.18293846469030106;0;93685;61724
P-ES;11044;0.09668879931890849;0;97104;66917
P-MRO;11045;0.02319767172066928;0;83048;54466
QACM;11046;0.09320264584832166;1;101246;66586
NC;11142;0.028196518518854054;0;96388;63884
SBD;11143;0.21076757382051858;0;88175;59858
P-ES;11144;0.09349033767629064;2;93081;62664
P-MRO;11145;0.021039940185802995;0;83325;57614
QACM;11146;0.09554130950532458;0;89095;60401
NC;11342;0.02683667222351373;0;87733;57853
SBD;11343;0.20274285261747485;0;87940;59439
P-ES;11344;0.09959876328618608;0;96286;63784
P-MRO;11345;0.024036645256127854;0;94401;63536
QACM;11346;0.09641692197293122;1;100780;65725
NC;11242;0.02665418871435363;0;96654;64410
SBD;11243;0.21176735778659872;0;86623;57661
P-ES;11244;0.0865716866862367;2;97518;65571
P-MRO;11245;0.02269759924857712;0;98692;66607
QACM;11246;0.09354600567497309;0;96325;63438
NC;11642;0.02589762453465282;0;86809;57943
SBD;11643;0.2105853312901037;0;97600;63793
P-ES;11644;0.10262813580665388;1;85759;56616
P-MRO;11645;0.02150424421954903;0;100103;65495
